nume_judet	salariu_mediu_net	populatie	nr_someri_per_capita	nume_localitate	nume_localitate_search	tip_localitate	teritoriu
sibiu	3205	466905	126.1564442043	arpasu de sus	arpasu de sus$	sat	rural
sibiu	3205	466905	126.1564442043	atel	atel$	sat	rural
sibiu	3205	466905	126.1564442043	avrig	avrig$	oras	urban
sibiu	3205	466905	126.1564442043	axente sever	axente sever$	sat	rural
sibiu	3205	466905	126.1564442043	barghis	barghis$	sat	rural
sibiu	3205	466905	126.1564442043	bazna	bazna$	sat	rural
sibiu	3205	466905	126.1564442043	benesti	benesti$	sat	rural
sibiu	3205	466905	126.1564442043	biertan	biertan$	sat	rural
sibiu	3205	466905	126.1564442043	blajel	blajel$	sat	rural
sibiu	3205	466905	126.1564442043	boarta	boarta$	sat	rural
sibiu	3205	466905	126.1564442043	bogatu roman	bogatu roman$	sat	rural
sibiu	3205	466905	126.1564442043	boian	boian$	sat	rural
sibiu	3205	466905	126.1564442043	boita	boita$	sat	rural
sibiu	3205	466905	126.1564442043	bradeni	bradeni$	sat	rural
sibiu	3205	466905	126.1564442043	bradu	bradu$	sat	rural
sibiu	3205	466905	126.1564442043	brateiu	brateiu$	sat	rural
sibiu	3205	466905	126.1564442043	brosteni	brosteni$	sat	rural
sibiu	3205	466905	126.1564442043	bruiu	bruiu$	sat	rural
sibiu	3205	466905	126.1564442043	buia	buia$	sat	rural
sibiu	3205	466905	126.1564442043	bungard	bungard$	sat	rural
sibiu	3205	466905	126.1564442043	buzd	buzd$	sat	rural
sibiu	3205	466905	126.1564442043	carta	carta$	sat	rural
sibiu	3205	466905	126.1564442043	cartisoara	cartisoara$	sat	rural
sibiu	3205	466905	126.1564442043	casolt	casolt$	sat	rural
sibiu	3205	466905	126.1564442043	chesler	chesler$	sat	rural
sibiu	3205	466905	126.1564442043	chirpar	chirpar$	sat	rural
sibiu	3205	466905	126.1564442043	cisnadie	cisnadie$	oras	urban
sibiu	3205	466905	126.1564442043	colonia talmaciu	colonia talmaciu$	sat	rural
sibiu	3205	466905	126.1564442043	colonia tarnava	colonia tarnava$	sat	rural
sibiu	3205	466905	126.1564442043	colun	colun$	sat	rural
sibiu	3205	466905	126.1564442043	copsa mare	copsa mare$	sat	rural
sibiu	3205	466905	126.1564442043	copsa mica	copsa mica$	oras	urban
sibiu	3205	466905	126.1564442043	cornatel	cornatel$	sat	rural
sibiu	3205	466905	126.1564442043	cristian	cristian$	sat	rural
sibiu	3205	466905	126.1564442043	curciu	curciu$	sat	rural
sibiu	3205	466905	126.1564442043	daia	daia$	sat	rural
sibiu	3205	466905	126.1564442043	darlos	darlos$	sat	rural
sibiu	3205	466905	126.1564442043	dealu frumos	dealu frumos$	sat	rural
sibiu	3205	466905	126.1564442043	dobarca	dobarca$	sat	rural
sibiu	3205	466905	126.1564442043	dumbraveni	dumbraveni$	oras	urban
sibiu	3205	466905	126.1564442043	dupus	dupus$	sat	rural
sibiu	3205	466905	126.1564442043	floresti	floresti$	sat	rural
sibiu	3205	466905	126.1564442043	fofeldea	fofeldea$	sat	rural
sibiu	3205	466905	126.1564442043	gherdeal	gherdeal$	sat	rural
sibiu	3205	466905	126.1564442043	ghijasa de jos	ghijasa de jos$	sat	rural
sibiu	3205	466905	126.1564442043	ghijasa de sus	ghijasa de sus$	sat	rural
sibiu	3205	466905	126.1564442043	giacas	giacas$	sat	rural
sibiu	3205	466905	126.1564442043	glamboaca	glamboaca$	sat	rural
sibiu	3205	466905	126.1564442043	gura raului	gura raului$	sat	rural
sibiu	3205	466905	126.1564442043	gusu	gusu$	sat	rural
sibiu	3205	466905	126.1564442043	hamba	hamba$	sat	rural
sibiu	3205	466905	126.1564442043	hasag	hasag$	sat	rural
sibiu	3205	466905	126.1564442043	hoghilag	hoghilag$	sat	rural
sibiu	3205	466905	126.1564442043	hosman	hosman$	sat	rural
sibiu	3205	466905	126.1564442043	iacobeni	iacobeni$	sat	rural
sibiu	3205	466905	126.1564442043	ighisu nou	ighisu nou$	sat	rural
sibiu	3205	466905	126.1564442043	ighisu vechi	ighisu vechi$	sat	rural
sibiu	3205	466905	126.1564442043	ilimbav	ilimbav$	sat	rural
sibiu	3205	466905	126.1564442043	jina	jina$	sat	rural
sibiu	3205	466905	126.1564442043	laslea	laslea$	sat	rural
sibiu	3205	466905	126.1564442043	lazaret	lazaret$	sat	rural
sibiu	3205	466905	126.1564442043	loamnes	loamnes$	sat	rural
sibiu	3205	466905	126.1564442043	lotrioara	lotrioara$	sat	rural
sibiu	3205	466905	126.1564442043	ludos	ludos$	sat	rural
sibiu	3205	466905	126.1564442043	malancrav	malancrav$	sat	rural
sibiu	3205	466905	126.1564442043	mandra	mandra$	sat	rural
sibiu	3205	466905	126.1564442043	marpod	marpod$	sat	rural
sibiu	3205	466905	126.1564442043	marsa	marsa$	sat	rural
sibiu	3205	466905	126.1564442043	medias	medias$	municipiu	urban
sibiu	3205	466905	126.1564442043	merghindeal	merghindeal$	sat	rural
sibiu	3205	466905	126.1564442043	metis	metis$	sat	rural
sibiu	3205	466905	126.1564442043	micasasa	micasasa$	sat	rural
sibiu	3205	466905	126.1564442043	miercurea sibiului	miercurea sibiului$	oras	urban
sibiu	3205	466905	126.1564442043	mighindoala	mighindoala$	sat	rural
sibiu	3205	466905	126.1564442043	mihaileni	mihaileni$	sat	rural
sibiu	3205	466905	126.1564442043	moardas	moardas$	sat	rural
sibiu	3205	466905	126.1564442043	mohu	mohu$	sat	rural
sibiu	3205	466905	126.1564442043	mosna	mosna$	sat	rural
sibiu	3205	466905	126.1564442043	motis	motis$	sat	rural
sibiu	3205	466905	126.1564442043	movile	movile$	sat	rural
sibiu	3205	466905	126.1564442043	nemsa	nemsa$	sat	rural
sibiu	3205	466905	126.1564442043	netus	netus$	sat	rural
sibiu	3205	466905	126.1564442043	nocrich	nocrich$	sat	rural
sibiu	3205	466905	126.1564442043	noistat	noistat$	sat	rural
sibiu	3205	466905	126.1564442043	nou	nou$	sat	rural
sibiu	3205	466905	126.1564442043	nou roman	nou roman$	sat	rural
sibiu	3205	466905	126.1564442043	nou sasesc	nou sasesc$	sat	rural
sibiu	3205	466905	126.1564442043	nucet	nucet$	sat	rural
sibiu	3205	466905	126.1564442043	ocna sibiului	ocna sibiului$	oras	urban
sibiu	3205	466905	126.1564442043	orlat	orlat$	sat	rural
sibiu	3205	466905	126.1564442043	padureni	padureni$	sat	rural
sibiu	3205	466905	126.1564442043	paltin	paltin$	sat	rural
sibiu	3205	466905	126.1564442043	pauca	pauca$	sat	rural
sibiu	3205	466905	126.1564442043	paucea	paucea$	sat	rural
sibiu	3205	466905	126.1564442043	pelisor	pelisor$	sat	rural
sibiu	3205	466905	126.1564442043	petis	petis$	sat	rural
sibiu	3205	466905	126.1564442043	poiana sibiului	poiana sibiului$	sat	rural
sibiu	3205	466905	126.1564442043	poienita	poienita$	sat	rural
sibiu	3205	466905	126.1564442043	poplaca	poplaca$	sat	rural
sibiu	3205	466905	126.1564442043	porumbacu de jos	porumbacu de jos$	sat	rural
sibiu	3205	466905	126.1564442043	porumbacu de sus	porumbacu de sus$	sat	rural
sibiu	3205	466905	126.1564442043	presaca	presaca$	sat	rural
sibiu	3205	466905	126.1564442043	prislop	prislop$	sat	rural
sibiu	3205	466905	126.1564442043	prod	prod$	sat	rural
sibiu	3205	466905	126.1564442043	racovita	racovita$	sat	rural
sibiu	3205	466905	126.1564442043	rasinari	rasinari$	sat	rural
sibiu	3205	466905	126.1564442043	rau sadului	rau sadului$	sat	rural
sibiu	3205	466905	126.1564442043	ravasel	ravasel$	sat	rural
sibiu	3205	466905	126.1564442043	retis	retis$	sat	rural
sibiu	3205	466905	126.1564442043	richis	richis$	sat	rural
sibiu	3205	466905	126.1564442043	roandola	roandola$	sat	rural
sibiu	3205	466905	126.1564442043	rod	rod$	sat	rural
sibiu	3205	466905	126.1564442043	romanesti	romanesti$	sat	rural
sibiu	3205	466905	126.1564442043	rosia	rosia$	sat	rural
sibiu	3205	466905	126.1564442043	rusciori	rusciori$	sat	rural
sibiu	3205	466905	126.1564442043	rusi	rusi$	sat	rural
sibiu	3205	466905	126.1564442043	sacadate	sacadate$	sat	rural
sibiu	3205	466905	126.1564442043	sadinca	sadinca$	sat	rural
sibiu	3205	466905	126.1564442043	sadu	sadu$	sat	rural
sibiu	3205	466905	126.1564442043	salcau	salcau$	sat	rural
sibiu	3205	466905	126.1564442043	saliste	saliste$	oras	urban
sibiu	3205	466905	126.1564442043	sangatin	sangatin$	sat	rural
sibiu	3205	466905	126.1564442043	sarata	sarata$	sat	rural
sibiu	3205	466905	126.1564442043	sasaus	sasaus$	sat	rural
sibiu	3205	466905	126.1564442043	scoreiu	scoreiu$	sat	rural
sibiu	3205	466905	126.1564442043	sebesu de jos	sebesu de jos$	sat	rural
sibiu	3205	466905	126.1564442043	sebesu de sus	sebesu de sus$	sat	rural
sibiu	3205	466905	126.1564442043	seica mare	seica mare$	sat	rural
sibiu	3205	466905	126.1564442043	seica mica	seica mica$	sat	rural
sibiu	3205	466905	126.1564442043	selimbar	selimbar$	sat	rural
sibiu	3205	466905	126.1564442043	sibiu	sibiu$	municipiu	urban
sibiu	3205	466905	126.1564442043	slimnic	slimnic$	sat	rural
sibiu	3205	466905	126.1564442043	smig	smig$	sat	rural
sibiu	3205	466905	126.1564442043	soala	soala$	sat	rural
sibiu	3205	466905	126.1564442043	somartin	somartin$	sat	rural
sibiu	3205	466905	126.1564442043	sorostin	sorostin$	sat	rural
sibiu	3205	466905	126.1564442043	stejarisu	stejarisu$	sat	rural
sibiu	3205	466905	126.1564442043	stenea	stenea$	sat	rural
sibiu	3205	466905	126.1564442043	sura mare	sura mare$	sat	rural
sibiu	3205	466905	126.1564442043	sura mica	sura mica$	sat	rural
sibiu	3205	466905	126.1564442043	talmacel	talmacel$	sat	rural
sibiu	3205	466905	126.1564442043	talmaciu	talmaciu$	oras	urban
sibiu	3205	466905	126.1564442043	tapu	tapu$	sat	rural
sibiu	3205	466905	126.1564442043	tarnava	tarnava$	sat	rural
sibiu	3205	466905	126.1564442043	teline	teline$	sat	rural
sibiu	3205	466905	126.1564442043	tichindeal	tichindeal$	sat	rural
sibiu	3205	466905	126.1564442043	tilisca	tilisca$	sat	rural
sibiu	3205	466905	126.1564442043	toparcea	toparcea$	sat	rural
sibiu	3205	466905	126.1564442043	turnu rosu	turnu rosu$	sat	rural
sibiu	3205	466905	126.1564442043	valchid	valchid$	sat	rural
sibiu	3205	466905	126.1564442043	valea lunga	valea lunga$	sat	rural
sibiu	3205	466905	126.1564442043	valea viilor	valea viilor$	sat	rural
sibiu	3205	466905	126.1564442043	valeni	valeni$	sat	rural
sibiu	3205	466905	126.1564442043	vard	vard$	sat	rural
sibiu	3205	466905	126.1564442043	vecerd	vecerd$	sat	rural
sibiu	3205	466905	126.1564442043	velt	velt$	sat	rural
sibiu	3205	466905	126.1564442043	veseud	veseud$	sat	rural
sibiu	3205	466905	126.1564442043	vestem	vestem$	sat	rural
sibiu	3205	466905	126.1564442043	vurpar	vurpar$	sat	rural
sibiu	3205	466905	126.1564442043	zlagna	zlagna$	sat	rural
suceava	2441	757679	71.3512571805	adancata	adancata$	sat	rural
suceava	2441	757679	71.3512571805	antoceni	antoceni$	sat	rural
suceava	2441	757679	71.3512571805	arbore	arbore$	sat	rural
suceava	2441	757679	71.3512571805	argel	argel$	sat	rural
suceava	2441	757679	71.3512571805	argestru	argestru$	localitate	urban
suceava	2441	757679	71.3512571805	arghira	arghira$	sat	rural
suceava	2441	757679	71.3512571805	artari	artari$	sat	rural
suceava	2441	757679	71.3512571805	badeuti	badeuti$	localitate	urban
suceava	2441	757679	71.3512571805	badragi	badragi$	sat	rural
suceava	2441	757679	71.3512571805	bahna arin	bahna arin$	sat	rural
suceava	2441	757679	71.3512571805	baia	baia$	sat	rural
suceava	2441	757679	71.3512571805	bainet	bainet$	sat	rural
suceava	2441	757679	71.3512571805	baisesti	baisesti$	sat	rural
suceava	2441	757679	71.3512571805	balaceana	balaceana$	sat	rural
suceava	2441	757679	71.3512571805	balcauti	balcauti$	sat	rural
suceava	2441	757679	71.3512571805	balinesti	balinesti$	sat	rural
suceava	2441	757679	71.3512571805	bancesti	bancesti$	sat	rural
suceava	2441	757679	71.3512571805	banesti	banesti$	sat	rural
suceava	2441	757679	71.3512571805	barasti	barasti$	sat	rural
suceava	2441	757679	71.3512571805	basarabi	basarabi$	sat	rural
suceava	2441	757679	71.3512571805	benia	benia$	sat	rural
suceava	2441	757679	71.3512571805	berchisesti	berchisesti$	sat	rural
suceava	2441	757679	71.3512571805	beresti	beresti$	sat	rural
suceava	2441	757679	71.3512571805	bilca	bilca$	sat	rural
suceava	2441	757679	71.3512571805	bivolarie	bivolarie$	localitate	urban
suceava	2441	757679	71.3512571805	bobeica	bobeica$	sat	rural
suceava	2441	757679	71.3512571805	bodnareni	bodnareni$	sat	rural
suceava	2441	757679	71.3512571805	bogata	bogata$	sat	rural
suceava	2441	757679	71.3512571805	bogdanesti	bogdanesti$	sat	rural
suceava	2441	757679	71.3512571805	boroaia	boroaia$	sat	rural
suceava	2441	757679	71.3512571805	bosanci	bosanci$	sat	rural
suceava	2441	757679	71.3512571805	botesti	botesti$	sat	rural
suceava	2441	757679	71.3512571805	botos	botos$	sat	rural
suceava	2441	757679	71.3512571805	botosana	botosana$	sat	rural
suceava	2441	757679	71.3512571805	botosanita mare	botosanita mare$	sat	rural
suceava	2441	757679	71.3512571805	botosanita mica	botosanita mica$	sat	rural
suceava	2441	757679	71.3512571805	botus	botus$	sat	rural
suceava	2441	757679	71.3512571805	botusel	botusel$	sat	rural
suceava	2441	757679	71.3512571805	boura	boura$	sat	rural
suceava	2441	757679	71.3512571805	bradatel	bradatel$	sat	rural
suceava	2441	757679	71.3512571805	braiesti	braiesti$	sat	rural
suceava	2441	757679	71.3512571805	branistea	branistea$	sat	rural
suceava	2441	757679	71.3512571805	brasca	brasca$	sat	rural
suceava	2441	757679	71.3512571805	breaza	breaza$	sat	rural
suceava	2441	757679	71.3512571805	breaza de sus	breaza de sus$	sat	rural
suceava	2441	757679	71.3512571805	brodina	brodina$	sat	rural
suceava	2441	757679	71.3512571805	brodina de jos	brodina de jos$	sat	rural
suceava	2441	757679	71.3512571805	brosteni	brosteni$	oras	urban
suceava	2441	757679	71.3512571805	bucsoaia	bucsoaia$	localitate	urban
suceava	2441	757679	71.3512571805	buda	buda$	sat	rural
suceava	2441	757679	71.3512571805	budeni	budeni$	sat	rural
suceava	2441	757679	71.3512571805	bulai	bulai$	sat	rural
suceava	2441	757679	71.3512571805	bunesti	bunesti$	sat	rural
suceava	2441	757679	71.3512571805	burla	burla$	sat	rural
suceava	2441	757679	71.3512571805	bursuceni	bursuceni$	sat	rural
suceava	2441	757679	71.3512571805	cacica	cacica$	sat	rural
suceava	2441	757679	71.3512571805	cajvana	cajvana$	oras	urban
suceava	2441	757679	71.3512571805	calafindesti	calafindesti$	sat	rural
suceava	2441	757679	71.3512571805	calinesti	calinesti$	sat	rural
suceava	2441	757679	71.3512571805	calinesti-vasilache	calinesti-vasilache$	sat	rural
suceava	2441	757679	71.3512571805	calugareni	calugareni$	sat	rural
suceava	2441	757679	71.3512571805	camarzani	camarzani$	sat	rural
suceava	2441	757679	71.3512571805	campulung moldovenesc	campulung moldovenesc$	municipiu	urban
suceava	2441	757679	71.3512571805	capu campului	capu campului$	sat	rural
suceava	2441	757679	71.3512571805	capu codrului	capu codrului$	sat	rural
suceava	2441	757679	71.3512571805	carlibaba	carlibaba$	sat	rural
suceava	2441	757679	71.3512571805	carlibaba noua	carlibaba noua$	sat	rural
suceava	2441	757679	71.3512571805	casoi	casoi$	sat	rural
suceava	2441	757679	71.3512571805	catrinari	catrinari$	sat	rural
suceava	2441	757679	71.3512571805	chiliseni	chiliseni$	sat	rural
suceava	2441	757679	71.3512571805	chiril	chiril$	sat	rural
suceava	2441	757679	71.3512571805	ciocanesti	ciocanesti$	sat	rural
suceava	2441	757679	71.3512571805	ciomartan	ciomartan$	sat	rural
suceava	2441	757679	71.3512571805	ciprian porumbescu	ciprian porumbescu$	sat	rural
suceava	2441	757679	71.3512571805	ciumarna	ciumarna$	sat	rural
suceava	2441	757679	71.3512571805	ciumulesti	ciumulesti$	sat	rural
suceava	2441	757679	71.3512571805	climauti	climauti$	sat	rural
suceava	2441	757679	71.3512571805	clit	clit$	sat	rural
suceava	2441	757679	71.3512571805	codru	codru$	sat	rural
suceava	2441	757679	71.3512571805	cojocareni	cojocareni$	sat	rural
suceava	2441	757679	71.3512571805	cojoci	cojoci$	sat	rural
suceava	2441	757679	71.3512571805	colacu	colacu$	sat	rural
suceava	2441	757679	71.3512571805	comanesti	comanesti$	sat	rural
suceava	2441	757679	71.3512571805	corlata	corlata$	sat	rural
suceava	2441	757679	71.3512571805	corni	corni$	sat	rural
suceava	2441	757679	71.3512571805	cornu luncii	cornu luncii$	sat	rural
suceava	2441	757679	71.3512571805	corocaiesti	corocaiesti$	sat	rural
suceava	2441	757679	71.3512571805	corpaci	corpaci$	sat	rural
suceava	2441	757679	71.3512571805	cosna	cosna$	sat	rural
suceava	2441	757679	71.3512571805	costana	costana$	sat	rural
suceava	2441	757679	71.3512571805	costileva	costileva$	sat	rural
suceava	2441	757679	71.3512571805	costisa	costisa$	sat	rural
suceava	2441	757679	71.3512571805	cotargasi	cotargasi$	sat	rural
suceava	2441	757679	71.3512571805	cotu baii	cotu baii$	sat	rural
suceava	2441	757679	71.3512571805	cotu dobei	cotu dobei$	sat	rural
suceava	2441	757679	71.3512571805	coverca	coverca$	sat	rural
suceava	2441	757679	71.3512571805	cozanesti	cozanesti$	sat	rural
suceava	2441	757679	71.3512571805	crucea	crucea$	sat	rural
suceava	2441	757679	71.3512571805	cumparatura	cumparatura$	sat	rural
suceava	2441	757679	71.3512571805	cununschi	cununschi$	sat	rural
suceava	2441	757679	71.3512571805	danila	danila$	sat	rural
suceava	2441	757679	71.3512571805	darmanesti	darmanesti$	sat	rural
suceava	2441	757679	71.3512571805	darmoxa	darmoxa$	sat	rural
suceava	2441	757679	71.3512571805	dealu	dealu$	sat	rural
suceava	2441	757679	71.3512571805	dealu floreni	dealu floreni$	sat	rural
suceava	2441	757679	71.3512571805	deia	deia$	sat	rural
suceava	2441	757679	71.3512571805	deleni	deleni$	sat	rural
suceava	2441	757679	71.3512571805	delnita	delnita$	sat	rural
suceava	2441	757679	71.3512571805	delut	delut$	sat	rural
suceava	2441	757679	71.3512571805	demacusa	demacusa$	sat	rural
suceava	2441	757679	71.3512571805	dolhasca	dolhasca$	oras	urban
suceava	2441	757679	71.3512571805	dolhestii mari	dolhestii mari$	sat	rural
suceava	2441	757679	71.3512571805	dolhestii mici	dolhestii mici$	sat	rural
suceava	2441	757679	71.3512571805	dorna candrenilor	dorna candrenilor$	sat	rural
suceava	2441	757679	71.3512571805	dorna-arini	dorna-arini$	sat	rural
suceava	2441	757679	71.3512571805	dornesti	dornesti$	sat	rural
suceava	2441	757679	71.3512571805	dornisoara	dornisoara$	sat	rural
suceava	2441	757679	71.3512571805	doroteia	doroteia$	sat	rural
suceava	2441	757679	71.3512571805	dragoiasa	dragoiasa$	sat	rural
suceava	2441	757679	71.3512571805	dragoiesti	dragoiesti$	sat	rural
suceava	2441	757679	71.3512571805	dragomirna	dragomirna$	sat	rural
suceava	2441	757679	71.3512571805	dragosa	dragosa$	sat	rural
suceava	2441	757679	71.3512571805	draguseni	draguseni$	sat	rural
suceava	2441	757679	71.3512571805	dubiusca	dubiusca$	sat	rural
suceava	2441	757679	71.3512571805	dumbrava	dumbrava$	sat	rural
suceava	2441	757679	71.3512571805	dumbraveni	dumbraveni$	sat	rural
suceava	2441	757679	71.3512571805	dumbravita	dumbravita$	sat	rural
suceava	2441	757679	71.3512571805	ehreste	ehreste$	sat	rural
suceava	2441	757679	71.3512571805	falcau	falcau$	sat	rural
suceava	2441	757679	71.3512571805	falticeni	falticeni$	municipiu	urban
suceava	2441	757679	71.3512571805	fantana mare	fantana mare$	sat	rural
suceava	2441	757679	71.3512571805	fantanele	fantanele$	sat	rural
suceava	2441	757679	71.3512571805	fetesti	fetesti$	sat	rural
suceava	2441	757679	71.3512571805	florinta	florinta$	sat	rural
suceava	2441	757679	71.3512571805	forasti	forasti$	sat	rural
suceava	2441	757679	71.3512571805	frasin	frasin$	sat	rural
suceava	2441	757679	71.3512571805	fratautii noi	fratautii noi$	sat	rural
suceava	2441	757679	71.3512571805	fratautii vechi	fratautii vechi$	sat	rural
suceava	2441	757679	71.3512571805	frumoasa	frumoasa$	sat	rural
suceava	2441	757679	71.3512571805	frumosu	frumosu$	sat	rural
suceava	2441	757679	71.3512571805	fundu moldovei	fundu moldovei$	sat	rural
suceava	2441	757679	71.3512571805	gainesti	gainesti$	sat	rural
suceava	2441	757679	71.3512571805	galanesti	galanesti$	sat	rural
suceava	2441	757679	71.3512571805	gara	gara$	sat	rural
suceava	2441	757679	71.3512571805	gara leu	gara leu$	sat	rural
suceava	2441	757679	71.3512571805	gemenea	gemenea$	sat	rural
suceava	2441	757679	71.3512571805	gheorghiteni	gheorghiteni$	sat	rural
suceava	2441	757679	71.3512571805	giulesti	giulesti$	sat	rural
suceava	2441	757679	71.3512571805	giurgesti	giurgesti$	sat	rural
suceava	2441	757679	71.3512571805	glodu	glodu$	sat	rural
suceava	2441	757679	71.3512571805	gramesti	gramesti$	sat	rural
suceava	2441	757679	71.3512571805	granicesti	granicesti$	sat	rural
suceava	2441	757679	71.3512571805	grigoresti	grigoresti$	sat	rural
suceava	2441	757679	71.3512571805	groapa vladichii	groapa vladichii$	sat	rural
suceava	2441	757679	71.3512571805	gropeni	gropeni$	sat	rural
suceava	2441	757679	71.3512571805	gulia	gulia$	sat	rural
suceava	2441	757679	71.3512571805	gura haitii	gura haitii$	sat	rural
suceava	2441	757679	71.3512571805	gura humorului	gura humorului$	oras	urban
suceava	2441	757679	71.3512571805	gura putnei	gura putnei$	sat	rural
suceava	2441	757679	71.3512571805	gura solcii	gura solcii$	sat	rural
suceava	2441	757679	71.3512571805	haleasa	haleasa$	localitate	urban
suceava	2441	757679	71.3512571805	hancea	hancea$	sat	rural
suceava	2441	757679	71.3512571805	hantesti	hantesti$	sat	rural
suceava	2441	757679	71.3512571805	hartop	hartop$	sat	rural
suceava	2441	757679	71.3512571805	herla	herla$	sat	rural
suceava	2441	757679	71.3512571805	holda	holda$	sat	rural
suceava	2441	757679	71.3512571805	holdita	holdita$	sat	rural
suceava	2441	757679	71.3512571805	horodnic de jos	horodnic de jos$	sat	rural
suceava	2441	757679	71.3512571805	horodnic de sus	horodnic de sus$	sat	rural
suceava	2441	757679	71.3512571805	horodniceni	horodniceni$	sat	rural
suceava	2441	757679	71.3512571805	hreatca	hreatca$	sat	rural
suceava	2441	757679	71.3512571805	humoreni	humoreni$	sat	rural
suceava	2441	757679	71.3512571805	hurjuieni	hurjuieni$	sat	rural
suceava	2441	757679	71.3512571805	husi	husi$	sat	rural
suceava	2441	757679	71.3512571805	iacobeni	iacobeni$	sat	rural
suceava	2441	757679	71.3512571805	iacobesti	iacobesti$	sat	rural
suceava	2441	757679	71.3512571805	iaslovat	iaslovat$	sat	rural
suceava	2441	757679	71.3512571805	iaz	iaz$	sat	rural
suceava	2441	757679	71.3512571805	iedu	iedu$	sat	rural
suceava	2441	757679	71.3512571805	iesle	iesle$	sat	rural
suceava	2441	757679	71.3512571805	ilisesti	ilisesti$	sat	rural
suceava	2441	757679	71.3512571805	ioneasa	ioneasa$	sat	rural
suceava	2441	757679	71.3512571805	ipotesti	ipotesti$	sat	rural
suceava	2441	757679	71.3512571805	izvoarele sucevei	izvoarele sucevei$	sat	rural
suceava	2441	757679	71.3512571805	jacota	jacota$	sat	rural
suceava	2441	757679	71.3512571805	jahalia	jahalia$	sat	rural
suceava	2441	757679	71.3512571805	lamaseni	lamaseni$	sat	rural
suceava	2441	757679	71.3512571805	leucusesti	leucusesti$	sat	rural
suceava	2441	757679	71.3512571805	lipoveni	lipoveni$	sat	rural
suceava	2441	757679	71.3512571805	lisaura	lisaura$	sat	rural
suceava	2441	757679	71.3512571805	liteni	liteni$	sat	rural
suceava	2441	757679	71.3512571805	lucacesti	lucacesti$	sat	rural
suceava	2441	757679	71.3512571805	lunca	lunca$	sat	rural
suceava	2441	757679	71.3512571805	luncusoara	luncusoara$	sat	rural
suceava	2441	757679	71.3512571805	lungeni	lungeni$	localitate	urban
suceava	2441	757679	71.3512571805	lupcina	lupcina$	sat	rural
suceava	2441	757679	71.3512571805	magura	magura$	sat	rural
suceava	2441	757679	71.3512571805	maidan	maidan$	sat	rural
suceava	2441	757679	71.3512571805	malini	malini$	sat	rural
suceava	2441	757679	71.3512571805	manastioara	manastioara$	sat	rural
suceava	2441	757679	71.3512571805	manastirea humorului	manastirea humorului$	sat	rural
suceava	2441	757679	71.3512571805	maneuti	maneuti$	sat	rural
suceava	2441	757679	71.3512571805	manolea	manolea$	sat	rural
suceava	2441	757679	71.3512571805	marginea	marginea$	sat	rural
suceava	2441	757679	71.3512571805	maritei	maritei$	sat	rural
suceava	2441	757679	71.3512571805	mariteia mica	mariteia mica$	sat	rural
suceava	2441	757679	71.3512571805	mazanaesti	mazanaesti$	sat	rural
suceava	2441	757679	71.3512571805	mereni	mereni$	localitate	urban
suceava	2441	757679	71.3512571805	meresti	meresti$	sat	rural
suceava	2441	757679	71.3512571805	mestecanis	mestecanis$	sat	rural
suceava	2441	757679	71.3512571805	mesteceni	mesteceni$	sat	rural
suceava	2441	757679	71.3512571805	mihaiesti	mihaiesti$	sat	rural
suceava	2441	757679	71.3512571805	mihoveni	mihoveni$	sat	rural
suceava	2441	757679	71.3512571805	milisauti	milisauti$	oras	urban
suceava	2441	757679	71.3512571805	mironu	mironu$	sat	rural
suceava	2441	757679	71.3512571805	mitocasi	mitocasi$	sat	rural
suceava	2441	757679	71.3512571805	mitocu dragomirnei	mitocu dragomirnei$	sat	rural
suceava	2441	757679	71.3512571805	moara carp	moara carp$	sat	rural
suceava	2441	757679	71.3512571805	moara nica	moara nica$	sat	rural
suceava	2441	757679	71.3512571805	moisa	moisa$	sat	rural
suceava	2441	757679	71.3512571805	moldova-sulita	moldova-sulita$	sat	rural
suceava	2441	757679	71.3512571805	moldovita	moldovita$	sat	rural
suceava	2441	757679	71.3512571805	molid	molid$	sat	rural
suceava	2441	757679	71.3512571805	movileni	movileni$	sat	rural
suceava	2441	757679	71.3512571805	musenita	musenita$	sat	rural
suceava	2441	757679	71.3512571805	neagra	neagra$	localitate	urban
suceava	2441	757679	71.3512571805	neagra sarului	neagra sarului$	sat	rural
suceava	2441	757679	71.3512571805	negostina	negostina$	sat	rural
suceava	2441	757679	71.3512571805	negrileasa	negrileasa$	sat	rural
suceava	2441	757679	71.3512571805	nicani	nicani$	sat	rural
suceava	2441	757679	71.3512571805	nigotesti	nigotesti$	sat	rural
suceava	2441	757679	71.3512571805	nisipitu	nisipitu$	sat	rural
suceava	2441	757679	71.3512571805	norocu	norocu$	sat	rural
suceava	2441	757679	71.3512571805	obcina	obcina$	sat	rural
suceava	2441	757679	71.3512571805	oniceni	oniceni$	sat	rural
suceava	2441	757679	71.3512571805	ortoaia	ortoaia$	sat	rural
suceava	2441	757679	71.3512571805	osoi	osoi$	sat	rural
suceava	2441	757679	71.3512571805	ostra	ostra$	sat	rural
suceava	2441	757679	71.3512571805	padureni	padureni$	localitate	urban
suceava	2441	757679	71.3512571805	paiseni	paiseni$	sat	rural
suceava	2441	757679	71.3512571805	paltin	paltin$	sat	rural
suceava	2441	757679	71.3512571805	paltinis	paltinis$	sat	rural
suceava	2441	757679	71.3512571805	paltinoasa	paltinoasa$	sat	rural
